Title,Authors,Year,Keywords,Abstract,URL
Application of Digital Entrepreneurship Education in the Digital Library Marketing Course,"S Rohaya, FT Haryadi, AB Raya - IJID (International Journal on … - ejournal.uin-suka.ac.id",AB Raya - IJID (International Journal on … - ejournal.uin-suka.ac.id,,"… it generates and utilizes knowledge as an entrepreneurial … understood by students to have 
entrepreneurship knowledge … We also represent the teachers who will deliver the education…",https://ejournal.uin-suka.ac.id/saintek/ijid/article/view/3653
Philosophizing About Entrepreneurship: Introducing Entrepreneurship Through the Debate of Fundamental Questions,"JP Allen - Entrepreneurship Education and Pedagogy, 2022 - journals.sagepub.com",2022 - journals.sagepub.com,,"… can provide an active, engaging educational experience for entrepreneurship students that 
… their own personal philosophy of entrepreneurship—and how they hope to achieve it, using …",https://journals.sagepub.com/doi/pdf/10.1177/25151274221075742
[PDF][PDF] Gender-Smart Entrepreneurship Education & Training Plus (GEET+),"B Orser, C Elliott - Report, University of Ottawa, CA, June, 2020 - researchgate.net",2020 - researchgate.net,,"… re-think how they deliver entrepreneurship education and training. … It is our hope that the 
GEET+ report will facilitate … These insights will enhance entrepreneurs’ and students’ learning …",https://www.researchgate.net/profile/Barbara-Orser/publication/344237394_Gender-Smart_Entrepreneurship_Education_Training_Plus_GEET/links/5f5f5010299bf1d43c01e491/Gender-Smart-Entrepreneurship-Education-Training-Plus-GEET.pdf
… COMMUNICATION TECHNOLOGY IN THE TEACHING AND LEARNING OF BUSINESS EDUCATION IN COLLEGES OF EDUCATION IN DELTA STATE,"JO Nwachokor, RN Udoye… - … of Business Education  …, 2018 - nigjbed.com.ng",2018 - nigjbed.com.ng,,"… Communication Technology (ICT) provide a better understanding of concept by students 
and has made teaching and learning more effective. Information Communication Technology (…",http://nigjbed.com.ng/index.php/nigjbed/article/view/57
[PDF][PDF] Nexus of ICT & Entrepreneurship Education in Nigeria: A Review,"MM Suleiman, J Musa, M Babayo, HSB Zuwo - 2020 - researchgate.net",HSB Zuwo - 2020 - researchgate.net,,"… relationship between ICT and entrepreneurship education in Nigeria. Small business growth… 
It explains exciting and innovative ways to provide students with global access to information…",https://www.researchgate.net/profile/Muhammad-Suleiman-9/publication/343725920_International_Journal_of_Research_Nexus_of_ICT_Entrepreneurship_Education_in_Nigeria_A_Review/links/5f3c43fa299bf13404cecee0/International-Journal-of-Research-Nexus-of-ICT-Entrepreneurship-Education-in-Nigeria-A-Review.pdf
[PDF][PDF] … SKILLS ACQUISITION FOR SELF-RELIANCE AMONG BUSINESS EDUCATION STUDENTS IN COLLEGES OF EDUCATION IN ENUGU STATE,"RE Agu, LE Mama, AN Nebo - researchgate.net",AN Nebo - researchgate.net,,"… It is not only the parents that can provide the entrepreneurial skills acquisition requirements 
… effective acquisition for self-employment of business education students on graduation. …",https://www.researchgate.net/profile/Hkay-Hubs-2/publication/363187043_PARENTS'_AND_TEACHERS'_ROLES_ON_IMPROVING_ENTREPRENURIAL_SKILLS_ACQUISITION_FOR_SELF-RELIANCE_AMONG_BUSINESS_EDUCATION_STUDENTS_IN_COLLEGES_OF_EDUCATION_IN_ENUGU_STATE/links/6310e3db5eed5e4bd1399b4d/PARENTS-AND-TEACHERS-ROLES-ON-IMPROVING-ENTREPRENURIAL-SKILLS-ACQUISITION-FOR-SELF-RELIANCE-AMONG-BUSINESS-EDUCATION-STUDENTS-IN-COLLEGES-OF-EDUCATION-IN-ENUGU-STATE.pdf
[PDF][PDF] Managing Human Resources for Entrepreneurship Education and Graduate's Productivity in South-South Nigeria,"SI Efanga, NA Oleforo - Journal of Education and Human Development, 2014 - jehdnet.com",2014 - jehdnet.com,,"… of entrepreneurship education in present day Africa is to provide courses in basic ICT 
knowledge … Students’ perception of entrepreneurship education in higher institutions and poverty …",http://jehdnet.com/journals/jehd/Vol_3_No_4_December_2014/26.pdf
… STRATEGIES ON TRADE AND ENTREPRENEURSHIP EDUCATION FOR SECONDARY SCHOOL STUDENTS'EMPLOYABILITY SKILLS ACQUISITION IN DELTA …,"CA Iloh, JN Diabuah, FO Onajite… - … and Entrepreneurship …, 2022 - ajemates.org",2022 - ajemates.org,,"… Informal artisanship shall be used to provide training opportunities for students at the … , 
funds to support the teaching of trade and entrepreneurship education subjects, ICT equipment …",https://www.ajemates.org/index.php/ajemates/article/view/188
[PDF][PDF] How business schools have lost their way,"WG Bennis, J O'Toole - Harvard business review, 2005 - ceo.usc.edu",2005 - ceo.usc.edu,,"… Before asking how business education should change, we need to examine how it got to this 
… to deliver a highly skilled service and to manage hands-on enterprises. While research is …",https://ceo.usc.edu/wp-content/uploads/2005/02/2005_06-g05_6-Why_Business_Schools_Lost_Way.pdf
Utilization of New Technology Skills by Business Education Teachers for Teaching in Colleges of Education,M Adam - 2022 - search.proquest.com,M Adam - 2022 - search.proquest.com,,"… Business education students would also benefit from this study because it would foster … 
some of the new technologies in instructional delivery of business education in Rivers State. …",https://search.proquest.com/openview/62cacbeb6501cd30b93765dcabe2afba/1?pq-origsite=gscholar&cbl=2026366&diss=y
On the Construction of the Teaching System of Innovation and Entrepreneurship Education in Universities,"H Ren - … Conference on Modern Management and Education …, 2021 - atlantis-press.com",2021 - atlantis-press.com,,"… It is the first time to regulate entrepreneurship education in Chinese colleges and universities, 
requiring … should be established to provide students with education on entrepreneurship …",https://www.atlantis-press.com/proceedings/mmet-21/125961403
Integrated Management of Entrepreneurship Education in Tridharma of Higher Education (Case study at Pancasakti Tegal University and IKIP Veteran Semarang),"NH Faridah, AR Yulianto - … Social Science, Humanities, Education …, 2021 - books.google.com",2021 - books.google.com,,"… management of entrepreneurship education for students, … of Research and Higher 
Education, and it can use a validated … that entrepreneurial education programs not only provide …",https://books.google.com/books?hl=en&lr=&id=rzo6EAAAQBAJ&oi=fnd&pg=PA336&dq=deliver+entrepreneurship+education+to+ict+students&ots=-immA_rbAy&sig=zY7RKLyzjXwXp-znaYDbeUfzYNQ
[PDF][PDF] Minority Business Education Center,D Williams - core.ac.uk,D Williams - core.ac.uk,,"… It will provide some services (refer rals, workshops, and … business people as it also helps 
them help minority students (… generate business, faculty, and student participation, provide …",https://core.ac.uk/download/pdf/10682783.pdf
[PDF][PDF] Quality Assurance of Business Education trainees in Nigerian Universities,CO Nwadiani - ichekejournal.com,CO Nwadiani - ichekejournal.com,,"… , quality assurance and attributes of quality education as it relates to business education 
are … education and (2) General business education - a programme to provide students with …",https://ichekejournal.com/wp-content/uploads/2021/06/30-Quality-Assurance-of-Business-Education-trainees-in-Nigerian-Universities.pdf
Growing Metalwork Craft Businesses through the Lens of Entrepreneurship Education,"AS Venatius, AH Musta'amal, OB Ekwok… - … of Entrepreneurial …, 2021 - readersinsight.net",2021 - readersinsight.net,,"… might provide specialized vocational entrepreneurship training … It allows for learning to carry 
out production tasks for sale. … in vocational education because it allows students to acquire …",https://readersinsight.net/IJER/article/view/1523
Study on the Construction of Three-Dimensional Enterprise Education and Training System in Henan Province,"Y Chang - Education and Management: International Symposium …, 2011 - Springer",2011 - Springer,,"… is that it puts forward the idea of constructing three-dimensional enterprise education and … 
to provide the students with enterprise training services which have been recognized by 55% …",https://link.springer.com/chapter/10.1007/978-3-642-23065-3_19
How Business Schools Can Graduate Business Citizens,"Y Sidani - … Business School Legitimacy: Attacking, Rocking, and …, 2023 - Springer",2023 - Springer,,"… Currently, schools of business do not deliver this to the extent … stance of students gets murkier 
with a business education. … remains able to transcend disciplinary silos as it has become …",https://link.springer.com/chapter/10.1007/978-3-031-12725-0_11
Effectiveness of Entrepreneurship Education and Skill Acquisition among Undergraduate Students in Kano,"SK Folorunso, IT Owonwami… - … Technology and Education, 2022 - atbuftejoste.net",2022 - atbuftejoste.net,,"… curriculum inculcates entrepreneurial skills among … of ICT services were inadequate or 
under construction. Lastly, it was recommended that the government should provide needed skills …",http://www.atbuftejoste.net/index.php/joste/article/view/1633
[PDF][PDF] Enterprise Education A Distributed Concurrent Design based e-Learning,"D Stamatis, B Hansson, TA Hjeltnes, L MacKinnon - … for Entrepreneurship … - Citeseer",L MacKinnon - … for Entrepreneurship … - Citeseer,,"… -Learning course for Entrepreneurship Education, aiming to young ICT professionals willing 
… could guide students to act as entrepreneurs from the very beginning of the delivery of the …",https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=2e692339b5a4b36072441c9ccad25161df685cec#page=712
Entrepreneurship Education in Schools: The Role of Teachers through Problem Based Learning Learning Models,"R Hidayat - Entrepreneurship Education in Schools: The Role of …, 2019 - papers.ssrn.com",2019 - papers.ssrn.com,,"… In order to instill entrepreneurial attitudes to students, it is necessary to … provide learning 
value to students on entrepreneurial activities in daily life and provide a real picture to students …",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3395375
